experiment,run,checkpoint,step,band,mask_len,method,metric,value
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,1,model,acc_top5,0.28125
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,1,model,si_sdr_db,17.143889052006248
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,1,model,si_sdr_db_gap_only,3.1641763469476283
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,1,model,spectral_convergence,0.10525202099233866
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,1,model,spectral_convergence_gap_only,0.5313437953591347
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,loss,3.4152679443359375
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,nll,3.4152679443359375
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,ppl,30.42510056885811
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,acc_top1,0.0390625
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,acc_top5,0.3984375
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,si_sdr_db,11.854680699515153
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,si_sdr_db_gap_only,0.432998543988536
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,spectral_convergence,0.18297507520765066
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,2,model,spectral_convergence_gap_only,0.6315850727260113
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,loss,3.489872932434082
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,nll,3.489872932434082
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,ppl,32.78178194033301
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,acc_top1,0.11328125
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,acc_top5,0.41796875
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,si_sdr_db,8.314284897050053
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,si_sdr_db_gap_only,-7.617845127840095
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,spectral_convergence,0.26854085735976696
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,4,model,spectral_convergence_gap_only,0.7216916643083096
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,loss,3.1099674701690674
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,nll,3.1099674701690674
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,ppl,22.420315059825388
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,acc_top1,0.150390625
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,acc_top5,0.5078125
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,si_sdr_db,5.866995675428809
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,si_sdr_db_gap_only,-21.414083606454554
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,spectral_convergence,0.3361243177205324
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,8,model,spectral_convergence_gap_only,0.832584585994482
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,loss,3.7904300689697266
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,nll,3.7904300689697266
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,ppl,44.27543767385748
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,acc_top1,0.0927734375
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,acc_top5,0.3515625
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,si_sdr_db,1.4399846672000114
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,si_sdr_db_gap_only,-24.39779674858144
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,spectral_convergence,0.5289218053221703
exp01_gap_length_activity_sweep,phase2_regularization,best_val,25000,low_activity,16,model,spectral_convergence_gap_only,0.9749476984143257
