run,category,tag,step,wall_time_utc,value
phase1_songs04,training_aggregate,train/avg_acc_top5,111000,2026-09-08T11:52:23.691686Z,0.3761232793
phase1_songs04,training_aggregate,train/avg_acc_top5,112000,2026-09-08T11:53:27.337007Z,0.3761161864
phase1_songs04,training_aggregate,train/avg_acc_top5,113000,2026-09-08T11:54:32.478066Z,0.3746054471
phase1_songs04,training_aggregate,train/avg_acc_top5,114000,2026-09-08T11:55:34.597324Z,0.3757999837
phase1_songs04,training_aggregate,train/avg_acc_top5,115000,2026-09-08T11:56:37.319530Z,0.38006109
phase1_songs04,training_aggregate,train/avg_acc_top5,116000,2026-09-08T11:57:40.493431Z,0.3766931295
phase1_songs04,training_aggregate,train/avg_acc_top5,117000,2026-09-08T11:58:40.788197Z,0.3792247176
phase1_songs04,training_aggregate,train/avg_acc_top5,118000,2026-09-08T11:59:39.338641Z,0.3732238114
phase1_songs04,training_aggregate,train/avg_acc_top5,119000,2026-09-08T12:00:46.983950Z,0.37406075
phase1_songs04,training_aggregate,train/avg_acc_top5,120000,2026-09-08T12:01:49.948980Z,0.3682467639
phase1_songs04,training_aggregate,train/avg_acc_top5,121000,2026-09-08T12:03:01.892145Z,0.355035305
phase1_songs04,training_aggregate,train/avg_acc_top5,122000,2026-09-08T12:04:01.935143Z,0.3474196494
phase1_songs04,training_aggregate,train/avg_acc_top5,123000,2026-09-08T12:05:05.279709Z,0.3441224396
phase1_songs04,training_aggregate,train/avg_acc_top5,124000,2026-09-08T12:06:06.699686Z,0.3421636224
phase1_songs04,training_aggregate,train/avg_acc_top5,125000,2026-09-08T12:07:09.542572Z,0.3498114645
phase1_songs04,training_aggregate,train/avg_acc_top5,126000,2026-09-08T12:08:14.661394Z,0.3319057226
phase1_songs04,training_aggregate,train/avg_acc_top5,127000,2026-09-08T12:09:16.622332Z,0.3376740515
phase1_songs04,training_aggregate,train/avg_acc_top5,128000,2026-09-08T12:10:15.864774Z,0.3493532538
phase1_songs04,training_aggregate,train/avg_acc_top5,129000,2026-09-08T12:11:21.875067Z,0.3532757461
phase1_songs04,training_aggregate,train/avg_acc_top5,130000,2026-09-08T12:12:22.938842Z,0.3536198735
phase1_songs04,training_aggregate,train/avg_accuracy,1000,2026-09-08T09:55:01.752221Z,0.002852651989
phase1_songs04,training_aggregate,train/avg_accuracy,2000,2026-09-08T09:55:58.032033Z,0.007114007603
phase1_songs04,training_aggregate,train/avg_accuracy,3000,2026-09-08T09:56:55.961246Z,0.01153658051
phase1_songs04,training_aggregate,train/avg_accuracy,4000,2026-09-08T09:57:52.122170Z,0.01598096639
phase1_songs04,training_aggregate,train/avg_accuracy,5000,2026-09-08T09:58:50.940753Z,0.01945297606
phase1_songs04,training_aggregate,train/avg_accuracy,6000,2026-09-08T09:59:52.295363Z,0.02244524285
phase1_songs04,training_aggregate,train/avg_accuracy,7000,2026-09-08T10:00:52.051784Z,0.02450497821
phase1_songs04,training_aggregate,train/avg_accuracy,8000,2026-09-08T10:01:54.469368Z,0.02800460532
phase1_songs04,training_aggregate,train/avg_accuracy,9000,2026-09-08T10:02:58.391683Z,0.03033675998
phase1_songs04,training_aggregate,train/avg_accuracy,10000,2026-09-08T10:04:02.392196Z,0.03290882334
phase1_songs04,training_aggregate,train/avg_accuracy,11000,2026-09-08T10:05:20.819828Z,0.03408389911
phase1_songs04,training_aggregate,train/avg_accuracy,12000,2026-09-08T10:06:22.389777Z,0.03548691794
phase1_songs04,training_aggregate,train/avg_accuracy,13000,2026-09-08T10:07:25.094952Z,0.03786104545
phase1_songs04,training_aggregate,train/avg_accuracy,14000,2026-09-08T10:08:26.008437Z,0.04004301503
phase1_songs04,training_aggregate,train/avg_accuracy,15000,2026-09-08T10:09:26.238014Z,0.04040181264
phase1_songs04,training_aggregate,train/avg_accuracy,16000,2026-09-08T10:10:27.463712Z,0.04205881059
phase1_songs04,training_aggregate,train/avg_accuracy,17000,2026-09-08T10:11:24.810260Z,0.04397559538
phase1_songs04,training_aggregate,train/avg_accuracy,18000,2026-09-08T10:12:28.039153Z,0.04472983256
phase1_songs04,training_aggregate,train/avg_accuracy,19000,2026-09-08T10:13:29.439707Z,0.04732215777
phase1_songs04,training_aggregate,train/avg_accuracy,20000,2026-09-08T10:14:30.525152Z,0.04763577133
phase1_songs04,training_aggregate,train/avg_accuracy,21000,2026-09-08T10:15:47.396784Z,0.05010535195
phase1_songs04,training_aggregate,train/avg_accuracy,22000,2026-09-08T10:16:46.835642Z,0.05079020932
phase1_songs04,training_aggregate,train/avg_accuracy,23000,2026-09-08T10:17:50.298089Z,0.05266930535
phase1_songs04,training_aggregate,train/avg_accuracy,24000,2026-09-08T10:18:54.764235Z,0.05420022458
phase1_songs04,training_aggregate,train/avg_accuracy,25000,2026-09-08T10:19:58.371271Z,0.05578768626
phase1_songs04,training_aggregate,train/avg_accuracy,26000,2026-09-08T10:21:00.603908Z,0.05580313876
phase1_songs04,training_aggregate,train/avg_accuracy,27000,2026-09-08T10:22:02.131392Z,0.05780438334
phase1_songs04,training_aggregate,train/avg_accuracy,28000,2026-09-08T10:23:06.759385Z,0.06019447371
phase1_songs04,training_aggregate,train/avg_accuracy,29000,2026-09-08T10:24:13.116820Z,0.0602488555
phase1_songs04,training_aggregate,train/avg_accuracy,30000,2026-09-08T10:25:15.296099Z,0.06211350113
phase1_songs04,training_aggregate,train/avg_accuracy,31000,2026-09-08T10:26:33.701582Z,0.06363174319
phase1_songs04,training_aggregate,train/avg_accuracy,32000,2026-09-08T10:27:36.209060Z,0.06443265826
phase1_songs04,training_aggregate,train/avg_accuracy,33000,2026-09-08T10:28:41.009979Z,0.06568603218
phase1_songs04,training_aggregate,train/avg_accuracy,34000,2026-09-08T10:29:44.289346Z,0.06788635254
phase1_songs04,training_aggregate,train/avg_accuracy,35000,2026-09-08T10:30:46.168097Z,0.06917012483
phase1_songs04,training_aggregate,train/avg_accuracy,36000,2026-09-08T10:31:46.520722Z,0.07071262598
phase1_songs04,training_aggregate,train/avg_accuracy,37000,2026-09-08T10:32:48.496056Z,0.07192505151
phase1_songs04,training_aggregate,train/avg_accuracy,38000,2026-09-08T10:33:55.436320Z,0.07294803858
phase1_songs04,training_aggregate,train/avg_accuracy,39000,2026-09-08T10:34:59.627665Z,0.07495579123
phase1_songs04,training_aggregate,train/avg_accuracy,40000,2026-09-08T10:35:58.237170Z,0.07567771524
phase1_songs04,training_aggregate,train/avg_accuracy,41000,2026-09-08T10:37:12.255168Z,0.07790900022
phase1_songs04,training_aggregate,train/avg_accuracy,42000,2026-09-08T10:38:13.200966Z,0.0783771351
phase1_songs04,training_aggregate,train/avg_accuracy,43000,2026-09-08T10:39:16.894681Z,0.08093931526
phase1_songs04,training_aggregate,train/avg_accuracy,44000,2026-09-08T10:40:18.780061Z,0.08159258962
phase1_songs04,training_aggregate,train/avg_accuracy,45000,2026-09-08T10:41:22.303732Z,0.08335055411
phase1_songs04,training_aggregate,train/avg_accuracy,46000,2026-09-08T10:42:26.280501Z,0.08430151641
phase1_songs04,training_aggregate,train/avg_accuracy,47000,2026-09-08T10:43:28.722024Z,0.08636758476
phase1_songs04,training_aggregate,train/avg_accuracy,48000,2026-09-08T10:44:32.278744Z,0.08724990487
phase1_songs04,training_aggregate,train/avg_accuracy,49000,2026-09-08T10:45:31.519584Z,0.08877869695
phase1_songs04,training_aggregate,train/avg_accuracy,50000,2026-09-08T10:46:35.140677Z,0.08994281292
phase1_songs04,training_aggregate,train/avg_accuracy,51000,2026-09-08T10:48:08.137810Z,0.09124778956
phase1_songs04,training_aggregate,train/avg_accuracy,52000,2026-09-08T10:49:11.084243Z,0.09354387969
phase1_songs04,training_aggregate,train/avg_accuracy,53000,2026-09-08T10:50:13.695476Z,0.09306565672
phase1_songs04,training_aggregate,train/avg_accuracy,54000,2026-09-08T10:51:17.490726Z,0.09446668625
phase1_songs04,training_aggregate,train/avg_accuracy,55000,2026-09-08T10:52:21.490179Z,0.0960823074
phase1_songs04,training_aggregate,train/avg_accuracy,56000,2026-09-08T10:53:26.799090Z,0.09887674451
phase1_songs04,training_aggregate,train/avg_accuracy,57000,2026-09-08T10:54:29.943612Z,0.09900411963
phase1_songs04,training_aggregate,train/avg_accuracy,58000,2026-09-08T10:55:32.623366Z,0.09950746596
phase1_songs04,training_aggregate,train/avg_accuracy,59000,2026-09-08T10:56:37.509526Z,0.1009723619
phase1_songs04,training_aggregate,train/avg_accuracy,60000,2026-09-08T10:57:41.816294Z,0.1027291641
phase1_songs04,training_aggregate,train/avg_accuracy,61000,2026-09-08T10:58:58.167312Z,0.1038290858
phase1_songs04,training_aggregate,train/avg_accuracy,62000,2026-09-08T10:59:59.190670Z,0.1048419923
phase1_songs04,training_aggregate,train/avg_accuracy,63000,2026-09-08T11:01:01.863449Z,0.1062184125
phase1_songs04,training_aggregate,train/avg_accuracy,64000,2026-09-08T11:02:03.322327Z,0.1081964448
phase1_songs04,training_aggregate,train/avg_accuracy,65000,2026-09-08T11:03:03.041277Z,0.1085555032
phase1_songs04,training_aggregate,train/avg_accuracy,66000,2026-09-08T11:04:04.952276Z,0.1102949902
phase1_songs04,training_aggregate,train/avg_accuracy,67000,2026-09-08T11:05:05.298390Z,0.111996077
phase1_songs04,training_aggregate,train/avg_accuracy,68000,2026-09-08T11:06:05.047077Z,0.1129591838
phase1_songs04,training_aggregate,train/avg_accuracy,69000,2026-09-08T11:07:10.555027Z,0.1141556129
phase1_songs04,training_aggregate,train/avg_accuracy,70000,2026-09-08T11:08:13.702192Z,0.1164960936
phase1_songs04,training_aggregate,train/avg_accuracy,71000,2026-09-08T11:09:27.775615Z,0.116265431
phase1_songs04,training_aggregate,train/avg_accuracy,72000,2026-09-08T11:10:29.815730Z,0.1195181385
phase1_songs04,training_aggregate,train/avg_accuracy,73000,2026-09-08T11:11:28.220213Z,0.1214092895
phase1_songs04,training_aggregate,train/avg_accuracy,74000,2026-09-08T11:12:28.642906Z,0.1210393459
phase1_songs04,training_aggregate,train/avg_accuracy,75000,2026-09-08T11:13:30.815690Z,0.1227760166
phase1_songs04,training_aggregate,train/avg_accuracy,76000,2026-09-08T11:14:29.577483Z,0.1240119562
phase1_songs04,training_aggregate,train/avg_accuracy,77000,2026-09-08T11:15:31.063448Z,0.1260166615
phase1_songs04,training_aggregate,train/avg_accuracy,78000,2026-09-08T11:16:34.170086Z,0.1264259219
phase1_songs04,training_aggregate,train/avg_accuracy,79000,2026-09-08T11:17:35.606916Z,0.1281845421
phase1_songs04,training_aggregate,train/avg_accuracy,80000,2026-09-08T11:18:41.347848Z,0.1290873289
phase1_songs04,training_aggregate,train/avg_accuracy,81000,2026-09-08T11:19:57.828490Z,0.1322975457
phase1_songs04,training_aggregate,train/avg_accuracy,82000,2026-09-08T11:21:01.171610Z,0.1313561052
phase1_songs04,training_aggregate,train/avg_accuracy,83000,2026-09-08T11:22:05.285395Z,0.1335327476
phase1_songs04,training_aggregate,train/avg_accuracy,84000,2026-09-08T11:23:09.341762Z,0.134092927
phase1_songs04,training_aggregate,train/avg_accuracy,85000,2026-09-08T11:24:13.711773Z,0.1373737752
phase1_songs04,training_aggregate,train/avg_accuracy,86000,2026-09-08T11:25:18.845515Z,0.1385852098
phase1_songs04,training_aggregate,train/avg_accuracy,87000,2026-09-08T11:26:22.226287Z,0.1409575939
phase1_songs04,training_aggregate,train/avg_accuracy,88000,2026-09-08T11:27:24.009409Z,0.1418398023
phase1_songs04,training_aggregate,train/avg_accuracy,89000,2026-09-08T11:28:27.828382Z,0.142831713
phase1_songs04,training_aggregate,train/avg_accuracy,90000,2026-09-08T11:29:28.132248Z,0.1437830925
phase1_songs04,training_aggregate,train/avg_accuracy,91000,2026-09-08T11:30:42.372170Z,0.1446538568
phase1_songs04,training_aggregate,train/avg_accuracy,92000,2026-09-08T11:31:44.339918Z,0.1465064585
phase1_songs04,training_aggregate,train/avg_accuracy,93000,2026-09-08T11:32:46.152703Z,0.1480289251
phase1_songs04,training_aggregate,train/avg_accuracy,94000,2026-09-08T11:33:48.085407Z,0.1500126272
phase1_songs04,training_aggregate,train/avg_accuracy,95000,2026-09-08T11:34:50.423632Z,0.1496618837
phase1_songs04,training_aggregate,train/avg_accuracy,96000,2026-09-08T11:35:56.070101Z,0.15325737
phase1_songs04,training_aggregate,train/avg_accuracy,97000,2026-09-08T11:37:00.761731Z,0.1539799571
phase1_songs04,training_aggregate,train/avg_accuracy,98000,2026-09-08T11:38:02.804454Z,0.1531134099
phase1_songs04,training_aggregate,train/avg_accuracy,99000,2026-09-08T11:39:03.728894Z,0.1545075923
phase1_songs04,training_aggregate,train/avg_accuracy,100000,2026-09-08T11:40:08.857737Z,0.1570267379
phase1_songs04,training_aggregate,train/avg_accuracy,101000,2026-09-08T11:41:41.687444Z,0.1579771638
phase1_songs04,training_aggregate,train/avg_accuracy,102000,2026-09-08T11:42:44.926413Z,0.1611957699
phase1_songs04,training_aggregate,train/avg_accuracy,103000,2026-09-08T11:43:44.461555Z,0.1629481763
phase1_songs04,training_aggregate,train/avg_accuracy,104000,2026-09-08T11:44:47.315740Z,0.16532287
phase1_songs04,training_aggregate,train/avg_accuracy,105000,2026-09-08T11:45:49.594525Z,0.1638947129
phase1_songs04,training_aggregate,train/avg_accuracy,106000,2026-09-08T11:46:53.284340Z,0.1637476683
phase1_songs04,training_aggregate,train/avg_accuracy,107000,2026-09-08T11:47:57.602989Z,0.1646588743
phase1_songs04,training_aggregate,train/avg_accuracy,108000,2026-09-08T11:48:59.233589Z,0.1667649299
phase1_songs04,training_aggregate,train/avg_accuracy,109000,2026-09-08T11:50:03.706372Z,0.1670909375
phase1_songs04,training_aggregate,train/avg_accuracy,110000,2026-09-08T11:51:04.576477Z,0.167662397
phase1_songs04,training_aggregate,train/avg_accuracy,111000,2026-09-08T11:52:23.691599Z,0.1697493196
phase1_songs04,training_aggregate,train/avg_accuracy,112000,2026-09-08T11:53:27.336790Z,0.169154644
phase1_songs04,training_aggregate,train/avg_accuracy,113000,2026-09-08T11:54:32.477829Z,0.1679268926
phase1_songs04,training_aggregate,train/avg_accuracy,114000,2026-09-08T11:55:34.597083Z,0.1693897396
phase1_songs04,training_aggregate,train/avg_accuracy,115000,2026-09-08T11:56:37.319418Z,0.1716936529
phase1_songs04,training_aggregate,train/avg_accuracy,116000,2026-09-08T11:57:40.493289Z,0.1705477387
phase1_songs04,training_aggregate,train/avg_accuracy,117000,2026-09-08T11:58:40.788074Z,0.1701186597
phase1_songs04,training_aggregate,train/avg_accuracy,118000,2026-09-08T11:59:39.338426Z,0.1668095589
phase1_songs04,training_aggregate,train/avg_accuracy,119000,2026-09-08T12:00:46.983737Z,0.1672490984
phase1_songs04,training_aggregate,train/avg_accuracy,120000,2026-09-08T12:01:49.948686Z,0.1631964743
phase1_songs04,training_aggregate,train/avg_accuracy,121000,2026-09-08T12:03:01.891938Z,0.1548475325
phase1_songs04,training_aggregate,train/avg_accuracy,122000,2026-09-08T12:04:01.935032Z,0.1509834826
phase1_songs04,training_aggregate,train/avg_accuracy,123000,2026-09-08T12:05:05.279433Z,0.1488560587
phase1_songs04,training_aggregate,train/avg_accuracy,124000,2026-09-08T12:06:06.699517Z,0.1487946361
phase1_songs04,training_aggregate,train/avg_accuracy,125000,2026-09-08T12:07:09.542462Z,0.1503060907
phase1_songs04,training_aggregate,train/avg_accuracy,126000,2026-09-08T12:08:14.661170Z,0.1415059119
phase1_songs04,training_aggregate,train/avg_accuracy,127000,2026-09-08T12:09:16.622129Z,0.1435440928
phase1_songs04,training_aggregate,train/avg_accuracy,128000,2026-09-08T12:10:15.864650Z,0.1500132531
phase1_songs04,training_aggregate,train/avg_accuracy,129000,2026-09-08T12:11:21.874871Z,0.1517027915
phase1_songs04,training_aggregate,train/avg_accuracy,130000,2026-09-08T12:12:22.938590Z,0.1526894718
phase1_songs04,training_aggregate,train/avg_loss,1000,2026-09-08T09:55:01.752100Z,7.749836922
phase1_songs04,training_aggregate,train/avg_loss,2000,2026-09-08T09:55:58.031925Z,6.581243515
phase1_songs04,training_aggregate,train/avg_loss,3000,2026-09-08T09:56:55.961224Z,6.271708488
phase1_songs04,training_aggregate,train/avg_loss,4000,2026-09-08T09:57:52.122082Z,6.092788696
phase1_songs04,training_aggregate,train/avg_loss,5000,2026-09-08T09:58:50.940650Z,6.002880573
phase1_songs04,training_aggregate,train/avg_loss,6000,2026-09-08T09:59:52.295348Z,5.940792084
phase1_songs04,training_aggregate,train/avg_loss,7000,2026-09-08T10:00:52.051694Z,5.907922745
phase1_songs04,training_aggregate,train/avg_loss,8000,2026-09-08T10:01:54.469314Z,5.860487938
phase1_songs04,training_aggregate,train/avg_loss,9000,2026-09-08T10:02:58.391616Z,5.833638668
phase1_songs04,training_aggregate,train/avg_loss,10000,2026-09-08T10:04:02.392082Z,5.796494007
phase1_songs04,training_aggregate,train/avg_loss,11000,2026-09-08T10:05:20.819744Z,5.775486946
phase1_songs04,training_aggregate,train/avg_loss,12000,2026-09-08T10:06:22.389708Z,5.747775555
phase1_songs04,training_aggregate,train/avg_loss,13000,2026-09-08T10:07:25.094828Z,5.726263046
phase1_songs04,training_aggregate,train/avg_loss,14000,2026-09-08T10:08:26.008422Z,5.683415413
phase1_songs04,training_aggregate,train/avg_loss,15000,2026-09-08T10:09:26.237938Z,5.675925255
phase1_songs04,training_aggregate,train/avg_loss,16000,2026-09-08T10:10:27.463661Z,5.646100044
phase1_songs04,training_aggregate,train/avg_loss,17000,2026-09-08T10:11:24.810233Z,5.619751453
phase1_songs04,training_aggregate,train/avg_loss,18000,2026-09-08T10:12:28.039095Z,5.604010582
phase1_songs04,training_aggregate,train/avg_loss,19000,2026-09-08T10:13:29.439641Z,5.591614246
phase1_songs04,training_aggregate,train/avg_loss,20000,2026-09-08T10:14:30.525092Z,5.565690994
phase1_songs04,training_aggregate,train/avg_loss,21000,2026-09-08T10:15:47.396696Z,5.537998199
phase1_songs04,training_aggregate,train/avg_loss,22000,2026-09-08T10:16:46.835628Z,5.524675369
phase1_songs04,training_aggregate,train/avg_loss,23000,2026-09-08T10:17:50.297941Z,5.495198727
phase1_songs04,training_aggregate,train/avg_loss,24000,2026-09-08T10:18:54.764131Z,5.475144863
phase1_songs04,training_aggregate,train/avg_loss,25000,2026-09-08T10:19:58.371202Z,5.4614501
phase1_songs04,training_aggregate,train/avg_loss,26000,2026-09-08T10:21:00.603865Z,5.442792892
phase1_songs04,training_aggregate,train/avg_loss,27000,2026-09-08T10:22:02.131345Z,5.4204669
phase1_songs04,training_aggregate,train/avg_loss,28000,2026-09-08T10:23:06.759277Z,5.399027348
phase1_songs04,training_aggregate,train/avg_loss,29000,2026-09-08T10:24:13.116764Z,5.379895687
phase1_songs04,training_aggregate,train/avg_loss,30000,2026-09-08T10:25:15.296035Z,5.370034218
phase1_songs04,training_aggregate,train/avg_loss,31000,2026-09-08T10:26:33.701487Z,5.345376968
phase1_songs04,training_aggregate,train/avg_loss,32000,2026-09-08T10:27:36.208984Z,5.333734035
phase1_songs04,training_aggregate,train/avg_loss,33000,2026-09-08T10:28:41.009871Z,5.311756134
phase1_songs04,training_aggregate,train/avg_loss,34000,2026-09-08T10:29:44.289307Z,5.285916805
phase1_songs04,training_aggregate,train/avg_loss,35000,2026-09-08T10:30:46.168077Z,5.265856743
phase1_songs04,training_aggregate,train/avg_loss,36000,2026-09-08T10:31:46.520622Z,5.247997284
phase1_songs04,training_aggregate,train/avg_loss,37000,2026-09-08T10:32:48.495989Z,5.237689495
phase1_songs04,training_aggregate,train/avg_loss,38000,2026-09-08T10:33:55.436220Z,5.223439217
phase1_songs04,training_aggregate,train/avg_loss,39000,2026-09-08T10:34:59.627572Z,5.201439857
phase1_songs04,training_aggregate,train/avg_loss,40000,2026-09-08T10:35:58.237151Z,5.197033882
phase1_songs04,training_aggregate,train/avg_loss,41000,2026-09-08T10:37:12.255065Z,5.181311607
phase1_songs04,training_aggregate,train/avg_loss,42000,2026-09-08T10:38:13.200859Z,5.169513702
phase1_songs04,training_aggregate,train/avg_loss,43000,2026-09-08T10:39:16.894592Z,5.142580032
phase1_songs04,training_aggregate,train/avg_loss,44000,2026-09-08T10:40:18.779951Z,5.139815807
phase1_songs04,training_aggregate,train/avg_loss,45000,2026-09-08T10:41:22.303695Z,5.117418766
phase1_songs04,training_aggregate,train/avg_loss,46000,2026-09-08T10:42:26.280466Z,5.11144495
phase1_songs04,training_aggregate,train/avg_loss,47000,2026-09-08T10:43:28.721973Z,5.107889652
phase1_songs04,training_aggregate,train/avg_loss,48000,2026-09-08T10:44:32.278652Z,5.098007202
phase1_songs04,training_aggregate,train/avg_loss,49000,2026-09-08T10:45:31.519482Z,5.085719109
phase1_songs04,training_aggregate,train/avg_loss,50000,2026-09-08T10:46:35.140569Z,5.064223766
phase1_songs04,training_aggregate,train/avg_loss,51000,2026-09-08T10:48:08.137712Z,5.057199478
phase1_songs04,training_aggregate,train/avg_loss,52000,2026-09-08T10:49:11.084105Z,5.062432289
phase1_songs04,training_aggregate,train/avg_loss,53000,2026-09-08T10:50:13.695394Z,5.037089348
phase1_songs04,training_aggregate,train/avg_loss,54000,2026-09-08T10:51:17.490637Z,5.037260056
phase1_songs04,training_aggregate,train/avg_loss,55000,2026-09-08T10:52:21.490079Z,5.007480145
phase1_songs04,training_aggregate,train/avg_loss,56000,2026-09-08T10:53:26.799000Z,4.994801521
phase1_songs04,training_aggregate,train/avg_loss,57000,2026-09-08T10:54:29.943514Z,4.992437363
phase1_songs04,training_aggregate,train/avg_loss,58000,2026-09-08T10:55:32.623334Z,4.993603706
phase1_songs04,training_aggregate,train/avg_loss,59000,2026-09-08T10:56:37.509395Z,4.972016335
phase1_songs04,training_aggregate,train/avg_loss,60000,2026-09-08T10:57:41.816193Z,4.961663246
phase1_songs04,training_aggregate,train/avg_loss,61000,2026-09-08T10:58:58.167191Z,4.946066856
phase1_songs04,training_aggregate,train/avg_loss,62000,2026-09-08T10:59:59.190607Z,4.940166473
phase1_songs04,training_aggregate,train/avg_loss,63000,2026-09-08T11:01:01.863363Z,4.929536343
phase1_songs04,training_aggregate,train/avg_loss,64000,2026-09-08T11:02:03.322248Z,4.903546333
phase1_songs04,training_aggregate,train/avg_loss,65000,2026-09-08T11:03:03.041188Z,4.904949188
phase1_songs04,training_aggregate,train/avg_loss,66000,2026-09-08T11:04:04.952175Z,4.894205093
phase1_songs04,training_aggregate,train/avg_loss,67000,2026-09-08T11:05:05.298313Z,4.876094341
phase1_songs04,training_aggregate,train/avg_loss,68000,2026-09-08T11:06:05.047011Z,4.86662674
phase1_songs04,training_aggregate,train/avg_loss,69000,2026-09-08T11:07:10.554945Z,4.866522312
phase1_songs04,training_aggregate,train/avg_loss,70000,2026-09-08T11:08:13.702103Z,4.84445715
phase1_songs04,training_aggregate,train/avg_loss,71000,2026-09-08T11:09:27.775489Z,4.84457159
phase1_songs04,training_aggregate,train/avg_loss,72000,2026-09-08T11:10:29.815628Z,4.830235004
phase1_songs04,training_aggregate,train/avg_loss,73000,2026-09-08T11:11:28.220125Z,4.802239418
phase1_songs04,training_aggregate,train/avg_loss,74000,2026-09-08T11:12:28.642817Z,4.808627605
phase1_songs04,training_aggregate,train/avg_loss,75000,2026-09-08T11:13:30.815588Z,4.790528297
phase1_songs04,training_aggregate,train/avg_loss,76000,2026-09-08T11:14:29.577422Z,4.789434433
phase1_songs04,training_aggregate,train/avg_loss,77000,2026-09-08T11:15:31.063362Z,4.769330025
phase1_songs04,training_aggregate,train/avg_loss,78000,2026-09-08T11:16:34.169993Z,4.762067795
phase1_songs04,training_aggregate,train/avg_loss,79000,2026-09-08T11:17:35.606813Z,4.753087521
phase1_songs04,training_aggregate,train/avg_loss,80000,2026-09-08T11:18:41.347835Z,4.749620438
phase1_songs04,training_aggregate,train/avg_loss,81000,2026-09-08T11:19:57.828372Z,4.719094276
phase1_songs04,training_aggregate,train/avg_loss,82000,2026-09-08T11:21:01.171521Z,4.740990162
phase1_songs04,training_aggregate,train/avg_loss,83000,2026-09-08T11:22:05.285307Z,4.704950809
phase1_songs04,training_aggregate,train/avg_loss,84000,2026-09-08T11:23:09.341708Z,4.706018448
phase1_songs04,training_aggregate,train/avg_loss,85000,2026-09-08T11:24:13.711723Z,4.683054447
phase1_songs04,training_aggregate,train/avg_loss,86000,2026-09-08T11:25:18.845396Z,4.6704216
phase1_songs04,training_aggregate,train/avg_loss,87000,2026-09-08T11:26:22.226184Z,4.653172016
phase1_songs04,training_aggregate,train/avg_loss,88000,2026-09-08T11:27:24.009329Z,4.64882803
phase1_songs04,training_aggregate,train/avg_loss,89000,2026-09-08T11:28:27.828318Z,4.641041279
phase1_songs04,training_aggregate,train/avg_loss,90000,2026-09-08T11:29:28.132160Z,4.620780945
phase1_songs04,training_aggregate,train/avg_loss,91000,2026-09-08T11:30:42.372109Z,4.620785236
phase1_songs04,training_aggregate,train/avg_loss,92000,2026-09-08T11:31:44.339771Z,4.606753349
phase1_songs04,training_aggregate,train/avg_loss,93000,2026-09-08T11:32:46.152579Z,4.590487003
phase1_songs04,training_aggregate,train/avg_loss,94000,2026-09-08T11:33:48.085305Z,4.583814621
phase1_songs04,training_aggregate,train/avg_loss,95000,2026-09-08T11:34:50.423621Z,4.576992989
phase1_songs04,training_aggregate,train/avg_loss,96000,2026-09-08T11:35:56.069997Z,4.555757046
phase1_songs04,training_aggregate,train/avg_loss,97000,2026-09-08T11:37:00.761649Z,4.553893089
phase1_songs04,training_aggregate,train/avg_loss,98000,2026-09-08T11:38:02.804363Z,4.56141901
phase1_songs04,training_aggregate,train/avg_loss,99000,2026-09-08T11:39:03.728826Z,4.540714264
phase1_songs04,training_aggregate,train/avg_loss,100000,2026-09-08T11:40:08.857650Z,4.531235695
phase1_songs04,training_aggregate,train/avg_loss,101000,2026-09-08T11:41:41.687340Z,4.517688751
phase1_songs04,training_aggregate,train/avg_loss,102000,2026-09-08T11:42:44.926326Z,4.503472805
phase1_songs04,training_aggregate,train/avg_loss,103000,2026-09-08T11:43:44.461468Z,4.482823372
phase1_songs04,training_aggregate,train/avg_loss,104000,2026-09-08T11:44:47.315654Z,4.472313881
phase1_songs04,training_aggregate,train/avg_loss,105000,2026-09-08T11:45:49.594474Z,4.474169254
phase1_songs04,training_aggregate,train/avg_loss,106000,2026-09-08T11:46:53.284236Z,4.47758913
phase1_songs04,training_aggregate,train/avg_loss,107000,2026-09-08T11:47:57.602901Z,4.47659874
phase1_songs04,training_aggregate,train/avg_loss,108000,2026-09-08T11:48:59.233490Z,4.456646919
phase1_songs04,training_aggregate,train/avg_loss,109000,2026-09-08T11:50:03.706285Z,4.455965996
phase1_songs04,training_aggregate,train/avg_loss,110000,2026-09-08T11:51:04.576382Z,4.451915264
phase1_songs04,training_aggregate,train/avg_loss,111000,2026-09-08T11:52:23.691587Z,4.430654526
phase1_songs04,training_aggregate,train/avg_loss,112000,2026-09-08T11:53:27.336688Z,4.437734127
phase1_songs04,training_aggregate,train/avg_loss,113000,2026-09-08T11:54:32.477714Z,4.450854778
phase1_songs04,training_aggregate,train/avg_loss,114000,2026-09-08T11:55:34.596968Z,4.434248447
phase1_songs04,training_aggregate,train/avg_loss,115000,2026-09-08T11:56:37.319356Z,4.414745808
phase1_songs04,training_aggregate,train/avg_loss,116000,2026-09-08T11:57:40.493259Z,4.432888031
phase1_songs04,training_aggregate,train/avg_loss,117000,2026-09-08T11:58:40.787992Z,4.424760818
phase1_songs04,training_aggregate,train/avg_loss,118000,2026-09-08T11:59:39.338317Z,4.448550224
phase1_songs04,training_aggregate,train/avg_loss,119000,2026-09-08T12:00:46.983633Z,4.447256088
phase1_songs04,training_aggregate,train/avg_loss,120000,2026-09-08T12:01:49.948542Z,4.478696346
