experiment,run,checkpoint,step,band,mask_len,method,metric,value
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_mse,9.148143623763743e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,si_sdr_db,3.688356219938797
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,snr_db,3.768788571300099
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,log_mel_l1,0.9373447299003601
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_total,1.3992938995361328
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_spectral_convergence,0.5764803886413574
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_log_magnitude,0.8228135704994202
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,si_sdr_db,53.38216578400897
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,snr_db,53.382165787673244
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_l1,0.0008257884928699401
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_mse,4.1270128101259006e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,si_sdr_db,17.149314273327057
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,snr_db,17.22475542435389
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,log_mel_l1,0.10406903922557831
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_total,0.2746144235134125
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_spectral_convergence,0.09809110313653946
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_log_magnitude,0.17652331292629242
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_l1,0.0002872190373128593
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_mse,9.331151434036898e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,si_sdr_db,10.279834692260174
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,snr_db,10.561497945203248
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,log_mel_l1,0.07116527110338211
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_total,0.3334963917732239
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_spectral_convergence,0.1709076166152954
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_log_magnitude,0.16258876025676727
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_l1,0.0003187514104785591
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_mse,1.2263944605614228e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,si_sdr_db,9.00000233044279
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,snr_db,9.375660483121859
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,log_mel_l1,0.07639393210411072
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_total,0.40059149265289307
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_spectral_convergence,0.2231735736131668
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_log_magnitude,0.17741793394088745
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_l1,0.0001800073076471081
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_mse,3.80252921601609e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,si_sdr_db,14.416804359418748
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,snr_db,14.453370267850554
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,log_mel_l1,0.06087268143892288
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_total,0.27735966444015503
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_spectral_convergence,0.13215792179107666
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_log_magnitude,0.14520174264907837
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_l1,0.004356227790680458
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_mse,0.0003534306579171647
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,si_sdr_db,-12.012369054117254
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,snr_db,-15.217552407320117
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,log_mel_l1,1.4552686214447021
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_total,6.279275894165039
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_spectral_convergence,5.396917819976807
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_log_magnitude,0.8823580741882324
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,si_sdr_db,40.265501997098845
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,snr_db,40.26550207220148
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_l1,0.00027312950260104975
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_mse,7.563426757832187e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,si_sdr_db,11.218847152429777
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,snr_db,11.472577774852388
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,log_mel_l1,0.07473968714475632
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_total,0.3471546769142151
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_spectral_convergence,0.17589353024959564
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_log_magnitude,0.17126114666461945
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_l1,0.003893270210664923
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_mse,0.00012719626792016025
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,si_sdr_db,7.934958736996874
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,snr_db,8.507153504601204
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,log_mel_l1,0.1794995367527008
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_total,0.4927641749382019
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_spectral_convergence,0.22098593413829803
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_log_magnitude,0.2717782258987427
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_l1,0.004219422515501827
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_mse,0.0001432954262076911
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,si_sdr_db,7.467827236558842
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,snr_db,7.989577743379811
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,log_mel_l1,0.18259137868881226
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_total,0.5125062465667725
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_spectral_convergence,0.23273146152496338
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_log_magnitude,0.2797747850418091
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_l1,0.004368147965311329
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_mse,0.00017271462747538987
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,si_sdr_db,6.440263193986194
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,snr_db,7.17861498902354
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,log_mel_l1,0.18338781595230103
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_total,0.5549816489219666
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_spectral_convergence,0.2694966793060303
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_log_magnitude,0.2854849696159363
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_l1,0.016783999149813954
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_mse,0.004249172708926031
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,si_sdr_db,-6.4892486909152804
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,snr_db,-6.731113520589731
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,log_mel_l1,0.7293785214424133
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_total,2.873157262802124
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_spectral_convergence,2.3389742374420166
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_log_magnitude,0.5341830849647522
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,si_sdr_db,59.551931335398095
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,snr_db,59.55193133628324
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_l1,0.0027494110475425474
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_mse,5.095892732960131e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,si_sdr_db,12.22952188231009
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,snr_db,12.479643336176633
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,log_mel_l1,0.13949424028396606
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_total,0.3935956358909607
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_spectral_convergence,0.1539703607559204
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_log_magnitude,0.23962527513504028
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_l1,0.002111911031669051
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,wave_mse,3.105508711317609e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,si_sdr_db,13.428235397073077
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,snr_db,13.617081911713703
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,log_mel_l1,0.16930867731571198
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_total,0.39764606952667236
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_spectral_convergence,0.13716234266757965
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_left,stft_log_magnitude,0.2604837119579315
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_l1,0.002023793288490464
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,wave_mse,3.735558200913114e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,si_sdr_db,12.596380648970815
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,snr_db,12.814877944090187
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,log_mel_l1,0.1285211592912674
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_total,0.3548446595668793
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_spectral_convergence,0.1400606781244278
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,repeat_right,stft_log_magnitude,0.21478398144245148
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_l1,0.0022869691840389137
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,wave_mse,4.228557584408387e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,si_sdr_db,12.03253299592376
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,snr_db,12.276524078548132
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,log_mel_l1,0.154383584856987
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_total,0.4008251428604126
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_spectral_convergence,0.15188045799732208
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,nearest,stft_log_magnitude,0.24894468486309052
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_l1,0.012863477293722902
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,wave_mse,0.002792605387798975
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,si_sdr_db,-5.48841857236987
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,snr_db,-5.921547996636666
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,log_mel_l1,0.9729669690132141
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_total,2.6429429054260254
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_spectral_convergence,1.8900529146194458
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,random_tokens,stft_log_magnitude,0.7528900504112244
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,si_sdr_db,58.53854927313522
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,snr_db,58.53854927425299
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_l1,0.0018758867127590907
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,wave_mse,2.2493987084852274e-05
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,si_sdr_db,14.879674021579339
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,snr_db,15.017691792670787
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,log_mel_l1,0.16042405366897583
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_total,0.3607059419155121
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_spectral_convergence,0.12376341968774796
exp03_decoded_metrics,baseline,best_val,20000,low_activity,2,model,stft_log_magnitude,0.23694252967834473
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_l1,0.00031986747895903784
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_mse,7.35523399684481e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,si_sdr_db,7.967039025536575
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,snr_db,8.560093038917817
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,log_mel_l1,0.13679735362529755
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_total,0.47864991426467896
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_spectral_convergence,0.23522262275218964
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_log_magnitude,0.24342727661132812
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_l1,0.0002947003537194957
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_mse,6.385468769750115e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,si_sdr_db,8.617434741868466
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,snr_db,9.173234704864385
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,log_mel_l1,0.1410449594259262
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_total,0.4596843719482422
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_spectral_convergence,0.2221587896347046
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_log_magnitude,0.2375255823135376
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,wave_l1,0.0002958217896970642
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,wave_mse,7.082582109130046e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,si_sdr_db,8.119325045386727
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,snr_db,8.723914808029319
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,log_mel_l1,0.13302063941955566
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_total,0.4550285041332245
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_spectral_convergence,0.21968333423137665
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_log_magnitude,0.23534516990184784
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,wave_l1,0.003670157667080015
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,wave_mse,0.00024871937395434736
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,si_sdr_db,-14.646772422231125
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,snr_db,-16.72515508979608
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,log_mel_l1,1.0407443046569824
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_total,7.396613597869873
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_spectral_convergence,6.600156784057617
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_log_magnitude,0.7964567542076111
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,si_sdr_db,37.23195838353821
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,snr_db,37.231958530234735
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,wave_l1,0.0003767070125949041
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,wave_mse,8.503491387554764e-07
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,si_sdr_db,7.587662120412198
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,snr_db,7.930881519998783
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,log_mel_l1,0.1269385665655136
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_total,0.5408238768577576
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_spectral_convergence,0.2997164726257324
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_log_magnitude,0.24110741913318634
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_l1,0.001070190796624177
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_mse,8.5110335252008e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,si_sdr_db,6.083100407024206
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,snr_db,6.961351244132407
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,log_mel_l1,0.12488996982574463
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_total,0.4630258083343506
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_spectral_convergence,0.22613120079040527
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_log_magnitude,0.2368946075439453
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_l1,0.0010060381136515518
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_mse,7.99414608018531e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,si_sdr_db,6.435544611325206
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,snr_db,7.233420466682539
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,log_mel_l1,0.14081646502017975
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_total,0.45503929257392883
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_spectral_convergence,0.20970304310321808
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,stft_log_magnitude,0.24533624947071075
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,wave_l1,0.0007372895752957577
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,wave_mse,4.349148138997944e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,si_sdr_db,9.428878657781592
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,snr_db,9.876644032885803
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,log_mel_l1,0.1328728348016739
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_total,0.4191329777240753
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_spectral_convergence,0.18584473431110382
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,nearest,stft_log_magnitude,0.2332882434129715
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,wave_l1,0.013887316738650303
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,wave_mse,0.003863555701464309
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,si_sdr_db,-12.972987436158762
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,snr_db,-19.6081884045828
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,log_mel_l1,1.4766182899475098
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_total,10.359408378601074
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_spectral_convergence,9.40158748626709
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,random_tokens,stft_log_magnitude,0.9578208327293396
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,wave_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,wave_mse,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,si_sdr_db,46.26168448030604
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,snr_db,46.26168449864806
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,log_mel_l1,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_total,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_spectral_convergence,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,codec_ceiling,stft_log_magnitude,0.0
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,wave_l1,0.0012169500664913357
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,wave_mse,8.236168893940583e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,si_sdr_db,6.310882284147703
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,snr_db,7.103904790669367
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,log_mel_l1,0.18473391234874725
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_total,0.61272132396698
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_spectral_convergence,0.3141312301158905
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,model,stft_log_magnitude,0.2985900938510895
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_l1,0.0005791712751774217
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,wave_mse,2.7818447537865597e-06
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,si_sdr_db,4.279118360488338
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,snr_db,5.5978312136000286
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,log_mel_l1,0.12955881655216217
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_total,0.5649838447570801
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_spectral_convergence,0.3335059881210327
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_left,stft_log_magnitude,0.23147784173488617
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_l1,0.0005289310773488458
exp03_decoded_metrics,baseline,best_val,20000,low_activity,3,repeat_right,wave_mse,2.0067721634694476e-06
