experiment,run,checkpoint,step,band,mask_len,method,metric,value
exp01_train_region_control,baseline,best,78000,high,,holdout,ppl,19594.084124657926
exp01_train_region_control,baseline,best,78000,high,,train_region_control,ppl,1.4280079393927898
exp01_train_region_control,baseline,best,78000,low,,holdout,acc_top1,0.09733072947710752
exp01_train_region_control,baseline,best,78000,low,,train_region_control,acc_top1,0.4840494841337204
exp01_train_region_control,baseline,best,78000,low,,holdout,acc_top5,0.3977864608168602
exp01_train_region_control,baseline,best,78000,low,,train_region_control,acc_top5,0.8098958432674408
exp01_train_region_control,baseline,best,78000,low,,holdout,loss,4.101104736328125
exp01_train_region_control,baseline,best,78000,low,,train_region_control,loss,1.9357574880123138
exp01_train_region_control,baseline,best,78000,low,,holdout,ppl,60.40698453960451
exp01_train_region_control,baseline,best,78000,low,,train_region_control,ppl,6.929290922715631
exp01_train_region_control,baseline,best,78000,,,training_loop,acc_top1,0.609375
exp01_train_region_control,bigmodel,best_val,20000,high,,holdout,acc_top1,0.013671875
exp01_train_region_control,bigmodel,best_val,20000,high,,train_region_control,acc_top1,0.5771484375
exp01_train_region_control,bigmodel,best_val,20000,high,,holdout,acc_top5,0.0283203125
exp01_train_region_control,bigmodel,best_val,20000,high,,train_region_control,acc_top5,0.9401041716337204
exp01_train_region_control,bigmodel,best_val,20000,high,,holdout,loss,7.859449982643127
exp01_train_region_control,bigmodel,best_val,20000,high,,train_region_control,loss,1.4138137102127075
exp01_train_region_control,bigmodel,best_val,20000,high,,holdout,ppl,2590.0953861457465
exp01_train_region_control,bigmodel,best_val,20000,high,,train_region_control,ppl,4.111606015505769
exp01_train_region_control,bigmodel,best_val,20000,low,,holdout,acc_top1,0.08951822947710752
exp01_train_region_control,bigmodel,best_val,20000,low,,train_region_control,acc_top1,0.283203125
exp01_train_region_control,bigmodel,best_val,20000,low,,holdout,acc_top5,0.359375
exp01_train_region_control,bigmodel,best_val,20000,low,,train_region_control,acc_top5,0.6061197966337204
exp01_train_region_control,bigmodel,best_val,20000,low,,holdout,loss,3.8904601335525513
exp01_train_region_control,bigmodel,best_val,20000,low,,train_region_control,loss,3.0063971877098083
exp01_train_region_control,bigmodel,best_val,20000,low,,holdout,ppl,48.933397242277756
exp01_train_region_control,bigmodel,best_val,20000,low,,train_region_control,ppl,20.214439741298083
exp01_train_region_control,bigmodel,best_val,20000,,,training_loop,acc_top1,0.39722222089767456
exp01_train_region_control,bigmodel,best,108000,high,,holdout,acc_top1,0.006184895872138441
exp01_train_region_control,bigmodel,best,108000,high,,train_region_control,acc_top1,0.9736328125
exp01_train_region_control,bigmodel,best,108000,high,,holdout,acc_top5,0.028645833488553762
exp01_train_region_control,bigmodel,best,108000,high,,train_region_control,acc_top5,0.9944661557674408
exp01_train_region_control,bigmodel,best,108000,high,,holdout,loss,11.99605679512024
exp01_train_region_control,bigmodel,best,108000,high,,train_region_control,loss,0.1032959632575512
exp01_train_region_control,bigmodel,best,108000,high,,holdout,ppl,162114.27959588505
exp01_train_region_control,bigmodel,best,108000,high,,train_region_control,ppl,1.1088195303579316
exp01_train_region_control,bigmodel,best,108000,low,,holdout,acc_top1,0.10091145895421505
exp01_train_region_control,bigmodel,best,108000,low,,train_region_control,acc_top1,0.9140625
exp01_train_region_control,bigmodel,best,108000,low,,holdout,acc_top5,0.2923177108168602
exp01_train_region_control,bigmodel,best,108000,low,,train_region_control,acc_top5,0.9947916716337204
exp01_train_region_control,bigmodel,best,108000,low,,holdout,loss,6.692110180854797
exp01_train_region_control,bigmodel,best,108000,low,,train_region_control,loss,0.3257262874394655
exp01_train_region_control,bigmodel,best,108000,low,,holdout,ppl,806.0213095903182
exp01_train_region_control,bigmodel,best,108000,low,,train_region_control,ppl,1.3850362151766982
exp01_train_region_control,bigmodel,best,108000,,,training_loop,acc_top1,0.9420731067657471
exp02_baselines,baseline,best_val,20000,high_activity,1,repeat_left,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,1,repeat_right,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,1,nearest,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,high_activity,1,model,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,2,repeat_left,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,2,repeat_right,acc_top1,0.0078125
exp02_baselines,baseline,best_val,20000,high_activity,2,nearest,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,high_activity,2,model,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,3,repeat_left,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,3,repeat_right,acc_top1,0.010416666977107525
exp02_baselines,baseline,best_val,20000,high_activity,3,nearest,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,high_activity,3,model,acc_top1,0.015625000465661287
exp02_baselines,baseline,best_val,20000,high_activity,4,repeat_left,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,4,repeat_right,acc_top1,0.015625
exp02_baselines,baseline,best_val,20000,high_activity,4,nearest,acc_top1,0.01953125
exp02_baselines,baseline,best_val,20000,high_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,high_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,high_activity,4,model,acc_top1,0.0078125
exp02_baselines,baseline,best_val,20000,low_activity,1,repeat_left,acc_top1,0.171875
exp02_baselines,baseline,best_val,20000,low_activity,1,repeat_right,acc_top1,0.140625
exp02_baselines,baseline,best_val,20000,low_activity,1,nearest,acc_top1,0.140625
exp02_baselines,baseline,best_val,20000,low_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,low_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,low_activity,1,model,acc_top1,0.125
exp02_baselines,baseline,best_val,20000,low_activity,2,repeat_left,acc_top1,0.0546875
exp02_baselines,baseline,best_val,20000,low_activity,2,repeat_right,acc_top1,0.0546875
exp02_baselines,baseline,best_val,20000,low_activity,2,nearest,acc_top1,0.0703125
exp02_baselines,baseline,best_val,20000,low_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,low_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,low_activity,2,model,acc_top1,0.0546875
exp02_baselines,baseline,best_val,20000,low_activity,3,repeat_left,acc_top1,0.07812500139698386
exp02_baselines,baseline,best_val,20000,low_activity,3,repeat_right,acc_top1,0.05208333395421505
exp02_baselines,baseline,best_val,20000,low_activity,3,nearest,acc_top1,0.06770833488553762
exp02_baselines,baseline,best_val,20000,low_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,low_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,low_activity,3,model,acc_top1,0.11458333348855376
exp02_baselines,baseline,best_val,20000,low_activity,4,repeat_left,acc_top1,0.1015625
exp02_baselines,baseline,best_val,20000,low_activity,4,repeat_right,acc_top1,0.08984375
exp02_baselines,baseline,best_val,20000,low_activity,4,nearest,acc_top1,0.1171875
exp02_baselines,baseline,best_val,20000,low_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best_val,20000,low_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best_val,20000,low_activity,4,model,acc_top1,0.15234375
exp02_baselines,baseline,best,78000,high_activity,1,repeat_left,acc_top1,0.015625
exp02_baselines,baseline,best,78000,high_activity,1,repeat_right,acc_top1,0.015625
exp02_baselines,baseline,best,78000,high_activity,1,nearest,acc_top1,0.015625
exp02_baselines,baseline,best,78000,high_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,high_activity,1,model,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,2,repeat_left,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,2,repeat_right,acc_top1,0.0078125
exp02_baselines,baseline,best,78000,high_activity,2,nearest,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,high_activity,2,model,acc_top1,0.0078125
exp02_baselines,baseline,best,78000,high_activity,3,repeat_left,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,3,repeat_right,acc_top1,0.010416666977107525
exp02_baselines,baseline,best,78000,high_activity,3,nearest,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,high_activity,3,model,acc_top1,0.015625000465661287
exp02_baselines,baseline,best,78000,high_activity,4,repeat_left,acc_top1,0.015625
exp02_baselines,baseline,best,78000,high_activity,4,repeat_right,acc_top1,0.015625
exp02_baselines,baseline,best,78000,high_activity,4,nearest,acc_top1,0.01953125
exp02_baselines,baseline,best,78000,high_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,high_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,high_activity,4,model,acc_top1,0.00390625
exp02_baselines,baseline,best,78000,low_activity,1,repeat_left,acc_top1,0.171875
exp02_baselines,baseline,best,78000,low_activity,1,repeat_right,acc_top1,0.140625
exp02_baselines,baseline,best,78000,low_activity,1,nearest,acc_top1,0.140625
exp02_baselines,baseline,best,78000,low_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,low_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,low_activity,1,model,acc_top1,0.1875
exp02_baselines,baseline,best,78000,low_activity,2,repeat_left,acc_top1,0.0546875
exp02_baselines,baseline,best,78000,low_activity,2,repeat_right,acc_top1,0.0546875
exp02_baselines,baseline,best,78000,low_activity,2,nearest,acc_top1,0.0703125
exp02_baselines,baseline,best,78000,low_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,low_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,low_activity,2,model,acc_top1,0.0390625
exp02_baselines,baseline,best,78000,low_activity,3,repeat_left,acc_top1,0.07812500139698386
exp02_baselines,baseline,best,78000,low_activity,3,repeat_right,acc_top1,0.05208333395421505
exp02_baselines,baseline,best,78000,low_activity,3,nearest,acc_top1,0.06770833488553762
exp02_baselines,baseline,best,78000,low_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,low_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,low_activity,3,model,acc_top1,0.05208333395421505
exp02_baselines,baseline,best,78000,low_activity,4,repeat_left,acc_top1,0.1015625
exp02_baselines,baseline,best,78000,low_activity,4,repeat_right,acc_top1,0.08984375
exp02_baselines,baseline,best,78000,low_activity,4,nearest,acc_top1,0.1171875
exp02_baselines,baseline,best,78000,low_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,baseline,best,78000,low_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,baseline,best,78000,low_activity,4,model,acc_top1,0.10546875
exp02_baselines,bigmodel,best_val,20000,high_activity,1,repeat_left,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,1,repeat_right,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,1,nearest,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,high_activity,1,model,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,2,repeat_left,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,2,repeat_right,acc_top1,0.0078125
exp02_baselines,bigmodel,best_val,20000,high_activity,2,nearest,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,high_activity,2,model,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,3,repeat_left,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,3,repeat_right,acc_top1,0.010416666977107525
exp02_baselines,bigmodel,best_val,20000,high_activity,3,nearest,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,high_activity,3,model,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,4,repeat_left,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,4,repeat_right,acc_top1,0.015625
exp02_baselines,bigmodel,best_val,20000,high_activity,4,nearest,acc_top1,0.01953125
exp02_baselines,bigmodel,best_val,20000,high_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,high_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,high_activity,4,model,acc_top1,0.0234375
exp02_baselines,bigmodel,best_val,20000,low_activity,1,repeat_left,acc_top1,0.171875
exp02_baselines,bigmodel,best_val,20000,low_activity,1,repeat_right,acc_top1,0.140625
exp02_baselines,bigmodel,best_val,20000,low_activity,1,nearest,acc_top1,0.140625
exp02_baselines,bigmodel,best_val,20000,low_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,low_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,low_activity,1,model,acc_top1,0.15625
exp02_baselines,bigmodel,best_val,20000,low_activity,2,repeat_left,acc_top1,0.0546875
exp02_baselines,bigmodel,best_val,20000,low_activity,2,repeat_right,acc_top1,0.0546875
exp02_baselines,bigmodel,best_val,20000,low_activity,2,nearest,acc_top1,0.0703125
exp02_baselines,bigmodel,best_val,20000,low_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,low_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,low_activity,2,model,acc_top1,0.0390625
exp02_baselines,bigmodel,best_val,20000,low_activity,3,repeat_left,acc_top1,0.07812500139698386
exp02_baselines,bigmodel,best_val,20000,low_activity,3,repeat_right,acc_top1,0.05208333395421505
exp02_baselines,bigmodel,best_val,20000,low_activity,3,nearest,acc_top1,0.06770833488553762
exp02_baselines,bigmodel,best_val,20000,low_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,low_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,low_activity,3,model,acc_top1,0.0572916679084301
exp02_baselines,bigmodel,best_val,20000,low_activity,4,repeat_left,acc_top1,0.1015625
exp02_baselines,bigmodel,best_val,20000,low_activity,4,repeat_right,acc_top1,0.08984375
exp02_baselines,bigmodel,best_val,20000,low_activity,4,nearest,acc_top1,0.1171875
exp02_baselines,bigmodel,best_val,20000,low_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best_val,20000,low_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best_val,20000,low_activity,4,model,acc_top1,0.10546875
exp02_baselines,bigmodel,best,108000,high_activity,1,repeat_left,acc_top1,0.015625
exp02_baselines,bigmodel,best,108000,high_activity,1,repeat_right,acc_top1,0.015625
exp02_baselines,bigmodel,best,108000,high_activity,1,nearest,acc_top1,0.015625
exp02_baselines,bigmodel,best,108000,high_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,high_activity,1,model,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,2,repeat_left,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,2,repeat_right,acc_top1,0.0078125
exp02_baselines,bigmodel,best,108000,high_activity,2,nearest,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,high_activity,2,model,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,3,repeat_left,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,3,repeat_right,acc_top1,0.010416666977107525
exp02_baselines,bigmodel,best,108000,high_activity,3,nearest,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,high_activity,3,model,acc_top1,0.0052083334885537624
exp02_baselines,bigmodel,best,108000,high_activity,4,repeat_left,acc_top1,0.015625
exp02_baselines,bigmodel,best,108000,high_activity,4,repeat_right,acc_top1,0.015625
exp02_baselines,bigmodel,best,108000,high_activity,4,nearest,acc_top1,0.01953125
exp02_baselines,bigmodel,best,108000,high_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,high_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,high_activity,4,model,acc_top1,0.01953125
exp02_baselines,bigmodel,best,108000,low_activity,1,repeat_left,acc_top1,0.171875
exp02_baselines,bigmodel,best,108000,low_activity,1,repeat_right,acc_top1,0.140625
exp02_baselines,bigmodel,best,108000,low_activity,1,nearest,acc_top1,0.140625
exp02_baselines,bigmodel,best,108000,low_activity,1,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,low_activity,1,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,low_activity,1,model,acc_top1,0.171875
exp02_baselines,bigmodel,best,108000,low_activity,2,repeat_left,acc_top1,0.0546875
exp02_baselines,bigmodel,best,108000,low_activity,2,repeat_right,acc_top1,0.0546875
exp02_baselines,bigmodel,best,108000,low_activity,2,nearest,acc_top1,0.0703125
exp02_baselines,bigmodel,best,108000,low_activity,2,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,low_activity,2,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,low_activity,2,model,acc_top1,0.046875
exp02_baselines,bigmodel,best,108000,low_activity,3,repeat_left,acc_top1,0.07812500139698386
exp02_baselines,bigmodel,best,108000,low_activity,3,repeat_right,acc_top1,0.05208333395421505
exp02_baselines,bigmodel,best,108000,low_activity,3,nearest,acc_top1,0.06770833488553762
exp02_baselines,bigmodel,best,108000,low_activity,3,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,low_activity,3,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,low_activity,3,model,acc_top1,0.0833333358168602
exp02_baselines,bigmodel,best,108000,low_activity,4,repeat_left,acc_top1,0.1015625
exp02_baselines,bigmodel,best,108000,low_activity,4,repeat_right,acc_top1,0.08984375
exp02_baselines,bigmodel,best,108000,low_activity,4,nearest,acc_top1,0.1171875
exp02_baselines,bigmodel,best,108000,low_activity,4,random_tokens,acc_top1,0.0
exp02_baselines,bigmodel,best,108000,low_activity,4,codec_ceiling,acc_top1,1.0
exp02_baselines,bigmodel,best,108000,low_activity,4,model,acc_top1,0.1015625
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,wave_l1,0.007547373343691756
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,wave_mse,0.0004462237491779454
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,si_sdr_db,7.159386825369012
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,snr_db,7.314824497182397
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,log_mel_l1,0.49565550684928894
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,stft_total,0.821161150932312
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,stft_spectral_convergence,0.312980979681015
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,stft_log_magnitude,0.5081801414489746
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_left,acc_top1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,wave_l1,0.011350615094758853
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,wave_mse,0.0011139062072954866
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,si_sdr_db,3.2260561035923145
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,snr_db,3.341870898545061
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,log_mel_l1,0.2969512939453125
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,stft_total,0.8018825054168701
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,stft_spectral_convergence,0.5121015310287476
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,stft_log_magnitude,0.28978100419044495
exp04_real_gaps,baseline,best_val,20000,real_gap,3,repeat_right,acc_top1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,wave_l1,0.009850753818838192
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,wave_mse,0.0008566783492907648
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,si_sdr_db,4.442348924584111
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,snr_db,4.482178056892383
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,log_mel_l1,0.3509005606174469
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,stft_total,0.7878066301345825
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,stft_spectral_convergence,0.43931150436401367
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,stft_log_magnitude,0.34849512577056885
exp04_real_gaps,baseline,best_val,20000,real_gap,3,nearest,acc_top1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,wave_l1,0.011389940186713179
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,wave_mse,0.0017903371683786599
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,si_sdr_db,1.0187963737718198
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,snr_db,1.2810103329067797
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,log_mel_l1,0.5051329135894775
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,stft_total,1.0863791704177856
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,stft_spectral_convergence,0.7143154740333557
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,stft_log_magnitude,0.37206366658210754
exp04_real_gaps,baseline,best_val,20000,real_gap,3,random_tokens,acc_top1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,wave_l1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,wave_mse,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,si_sdr_db,63.8103610378561
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,snr_db,63.81036103817863
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,log_mel_l1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,stft_total,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,stft_spectral_convergence,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,stft_log_magnitude,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,codec_ceiling,acc_top1,1.0
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,wave_l1,0.004276239632641331
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,wave_mse,0.00014427716956887834
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,si_sdr_db,12.016935037947821
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,snr_db,12.218354799523684
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,log_mel_l1,0.18398348987102509
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,stft_total,0.35544806718826294
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,stft_spectral_convergence,0.15451285243034363
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,stft_log_magnitude,0.2009352296590805
exp04_real_gaps,baseline,best_val,20000,real_gap,3,model,acc_top1,0.0
exp04_real_gaps,baseline,best_val,20000,real_gap,1,repeat_left,wave_l1,0.0033272537565677118
exp04_real_gaps,baseline,best_val,20000,real_gap,1,repeat_left,wave_mse,0.00020085758445678498
exp04_real_gaps,baseline,best_val,20000,real_gap,1,repeat_left,si_sdr_db,9.560696671631185
exp04_real_gaps,baseline,best_val,20000,real_gap,1,repeat_left,snr_db,9.824232930512077
exp04_real_gaps,baseline,best_val,20000,real_gap,1,repeat_left,log_mel_l1,0.07856950163841248
